FIPStxt;State;Area name;Population 2020;;;;;;
47065;TN;Hamilton County;366.207;;;;;;
47067;TN;Hancock County;6.662;;;;;;
47069;TN;Hardeman County;25.462;;;;;;
47071;TN;Hardin County;26.831;;;;;;
47073;TN;Hawkins County;56.721;;;;;;
47075;TN;Haywood County;17.864;;;;;;
47077;TN;Henderson County;27.842;;;;;;
47079;TN;Henry County;32.199;;;;;;
47081;TN;Hickman County;24.925;;;;;;
47083;TN;Houston County;8.283;;;;;;
47085;TN;Humphreys County;18.990;;;;;;
47087;TN;Jackson County;11.617;;;;;;
47089;TN;Jefferson County;54.683;;;;;;
47091;TN;Johnson County;17.948;;;;;;
47093;TN;Knox County;478.971;;;;;;
47095;TN;Lake County;7.005;;;;;;
47097;TN;Lauderdale County;25.143;;;;;;
47099;TN;Lawrence County;44.159;;;;;;
47101;TN;Lewis County;12.582;;;;;;
47103;TN;Lincoln County;35.319;;;;;;
47105;TN;Loudon County;54.886;;;;;;
47107;TN;McMinn County;53.276;;;;;;
47109;TN;McNairy County;25.866;;;;;;
47111;TN;Macon County;25.216;;;;;;
47113;TN;Madison County;98.823;;;;;;
47115;TN;Marion County;28.837;;;;;;
47117;TN;Marshall County;34.318;;;;;;
47119;TN;Maury County;100.974;;;;;;
47121;TN;Meigs County;12.758;;;;;;
47123;TN;Monroe County;46.250;;;;;;
47125;TN;Montgomery County;220.069;;;;;;
47127;TN;Moore County;6.461;;;;;;
47129;TN;Morgan County;21.035;;;;;;
47131;TN;Obion County;30.787;;;;;;
47133;TN;Overton County;22.511;;;;;;
47135;TN;Perry County;8.366;;;;;;
47137;TN;Pickett County;5.001;;;;;;
47139;TN;Polk County;17.544;;;;;;
47141;TN;Putnam County;79.854;;;;;;
47143;TN;Rhea County;32.870;;;;;;
47145;TN;Roane County;53.404;;;;;;
47147;TN;Robertson County;72.803;;;;;;
47149;TN;Rutherford County;341.486;;;;;;
47151;TN;Scott County;21.850;;;;;;
47153;TN;Sequatchie County;15.826;;;;;;
47155;TN;Sevier County;98.380;;;;;;
47157;TN;Shelby County;929.744;;;;;;
47159;TN;Smith County;19.904;;;;;;
47161;TN;Stewart County;13.657;;;;;;
47163;TN;Sullivan County;158.163;;;;;;
47165;TN;Sumner County;196.281;;;;;;
47167;TN;Tipton County;60.970;;;;;;
47169;TN;Trousdale County;11.615;;;;;;
47171;TN;Unicoi County;17.928;;;;;;
47173;TN;Union County;19.802;;;;;;
47175;TN;Van Buren County;6.168;;;;;;
47177;TN;Warren County;40.953;;;;;;
47179;TN;Washington County;133.001;;;;;;
47181;TN;Wayne County;16.232;;;;;;
47183;TN;Weakley County;32.902;;;;;;
47185;TN;White County;27.351;;;;;;
47187;TN;Williamson County;247.726;;;;;;
47189;TN;Wilson County;147.737;;;;;;
48000;TX;Texas;29.145.505;;;;;;
48001;TX;Anderson County;57.922;;;;;;
48003;TX;Andrews County;18.610;;;;;;
48005;TX;Angelina County;86.395;;;;;;
48007;TX;Aransas County;23.830;;;;;;
48009;TX;Archer County;8.560;;;;;;
48011;TX;Armstrong County;1.848;;;;;;
48013;TX;Atascosa County;48.981;;;;;;
48015;TX;Austin County;30.167;;;;;;
48017;TX;Bailey County;6.904;;;;;;
48019;TX;Bandera County;20.851;;;;;;
48021;TX;Bastrop County;97.216;;;;;;
48023;TX;Baylor County;3.465;;;;;;
48025;TX;Bee County;31.047;;;;;;
48027;TX;Bell County;370.647;;;;;;
48029;TX;Bexar County;2.009.324;;;;;;
48031;TX;Blanco County;11.374;;;;;;
48033;TX;Borden County;631;;;;;;
48035;TX;Bosque County;18.235;;;;;;
48037;TX;Bowie County;92.893;;;;;;
48039;TX;Brazoria County;372.031;;;;;;
48041;TX;Brazos County;233.849;;;;;;
48043;TX;Brewster County;9.546;;;;;;
48045;TX;Briscoe County;1.435;;;;;;
48047;TX;Brooks County;7.076;;;;;;
48049;TX;Brown County;38.095;;;;;;
48051;TX;Burleson County;17.642;;;;;;
48053;TX;Burnet County;49.130;;;;;;
48055;TX;Caldwell County;45.883;;;;;;
48057;TX;Calhoun County;20.106;;;;;;
48059;TX;Callahan County;13.708;;;;;;
48061;TX;Cameron County;421.017;;;;;;
48063;TX;Camp County;12.464;;;;;;
48065;TX;Carson County;5.807;;;;;;
48067;TX;Cass County;28.454;;;;;;
48069;TX;Castro County;7.371;;;;;;
48071;TX;Chambers County;46.571;;;;;;
48073;TX;Cherokee County;50.412;;;;;;
48075;TX;Childress County;6.664;;;;;;
48077;TX;Clay County;10.218;;;;;;
48079;TX;Cochran County;2.547;;;;;;
48081;TX;Coke County;3.285;;;;;;
48083;TX;Coleman County;7.684;;;;;;
48085;TX;Collin County;1.064.465;;;;;;
48087;TX;Collingsworth County;2.652;;;;;;
48089;TX;Colorado County;20.557;;;;;;
48091;TX;Comal County;161.501;;;;;;
48093;TX;Comanche County;13.594;;;;;;
48095;TX;Concho County;3.303;;;;;;
48097;TX;Cooke County;41.668;;;;;;
48099;TX;Coryell County;83.093;;;;;;
48101;TX;Cottle County;1.380;;;;;;
48103;TX;Crane County;4.675;;;;;;
48105;TX;Crockett County;3.098;;;;;;
48107;TX;Crosby County;5.133;;;;;;
48109;TX;Culberson County;2.188;;;;;;
48111;TX;Dallam County;7.115;;;;;;
48113;TX;Dallas County;2.613.539;;;;;;
48115;TX;Dawson County;12.456;;;;;;
48117;TX;Deaf Smith County;18.583;;;;;;
48119;TX;Delta County;5.230;;;;;;
48121;TX;Denton County;906.422;;;;;;
48123;TX;DeWitt County;19.824;;;;;;
48125;TX;Dickens County;1.770;;;;;;
48127;TX;Dimmit County;8.615;;;;;;
48129;TX;Donley County;3.258;;;;;;
48131;TX;Duval County;9.831;;;;;;
48133;TX;Eastland County;17.725;;;;;;
48135;TX;Ector County;165.171;;;;;;
48137;TX;Edwards County;1.422;;;;;;
48139;TX;Ellis County;192.455;;;;;;
48141;TX;El Paso County;865.657;;;;;;
48143;TX;Erath County;42.545;;;;;;
48145;TX;Falls County;16.968;;;;;;
48147;TX;Fannin County;35.662;;;;;;
48149;TX;Fayette County;24.435;;;;;;
48151;TX;Fisher County;3.672;;;;;;
48153;TX;Floyd County;5.402;;;;;;
48155;TX;Foard County;1.095;;;;;;
48157;TX;Fort Bend County;822.779;;;;;;
48159;TX;Franklin County;10.359;;;;;;
48161;TX;Freestone County;19.435;;;;;;
48163;TX;Frio County;18.385;;;;;;
48165;TX;Gaines County;21.598;;;;;;
48167;TX;Galveston County;350.682;;;;;;
48169;TX;Garza County;5.816;;;;;;
48171;TX;Gillespie County;26.725;;;;;;
48173;TX;Glasscock County;1.116;;;;;;
48175;TX;Goliad County;7.012;;;;;;
48177;TX;Gonzales County;19.653;;;;;;
48179;TX;Gray County;21.227;;;;;;
48181;TX;Grayson County;135.543;;;;;;
48183;TX;Gregg County;124.239;;;;;;
48185;TX;Grimes County;29.268;;;;;;
48187;TX;Guadalupe County;172.706;;;;;;
48189;TX;Hale County;32.522;;;;;;
48191;TX;Hall County;2.825;;;;;;
48193;TX;Hamilton County;8.222;;;;;;
48195;TX;Hansford County;5.285;;;;;;
48197;TX;Hardeman County;3.549;;;;;;
48199;TX;Hardin County;56.231;;;;;;
48201;TX;Harris County;4.731.145;;;;;;
48203;TX;Harrison County;68.839;;;;;;
48205;TX;Hartley County;5.382;;;;;;
48207;TX;Haskell County;5.416;;;;;;
48209;TX;Hays County;241.067;;;;;;
48211;TX;Hemphill County;3.382;;;;;;
48213;TX;Henderson County;82.150;;;;;;
48215;TX;Hidalgo County;870.781;;;;;;
48217;TX;Hill County;35.874;;;;;;
48219;TX;Hockley County;21.537;;;;;;
48221;TX;Hood County;61.598;;;;;;
48223;TX;Hopkins County;36.787;;;;;;
48225;TX;Houston County;22.066;;;;;;
48227;TX;Howard County;34.860;;;;;;
48229;TX;Hudspeth County;3.202;;;;;;
48231;TX;Hunt County;99.956;;;;;;
48233;TX;Hutchinson County;20.617;;;;;;
48235;TX;Irion County;1.513;;;;;;
48237;TX;Jack County;8.472;;;;;;
48239;TX;Jackson County;14.988;;;;;;
48241;TX;Jasper County;32.980;;;;;;
48243;TX;Jeff Davis County;1.996;;;;;;
48245;TX;Jefferson County;256.526;;;;;;
48247;TX;Jim Hogg County;4.838;;;;;;
48249;TX;Jim Wells County;38.891;;;;;;
48251;TX;Johnson County;179.927;;;;;;
48253;TX;Jones County;19.663;;;;;;
48255;TX;Karnes County;14.710;;;;;;
48257;TX;Kaufman County;145.310;;;;;;
48259;TX;Kendall County;44.279;;;;;;
48261;TX;Kenedy County;350;;;;;;
48263;TX;Kent County;753;;;;;;
48265;TX;Kerr County;52.598;;;;;;
48267;TX;Kimble County;4.286;;;;;;
48269;TX;King County;265;;;;;;
48271;TX;Kinney County;3.129;;;;;;
48273;TX;Kleberg County;31.040;;;;;;
48275;TX;Knox County;3.353;;;;;;
48277;TX;Lamar County;50.088;;;;;;
48279;TX;Lamb County;13.045;;;;;;
48281;TX;Lampasas County;21.627;;;;;;
48283;TX;La Salle County;6.664;;;;;;
48285;TX;Lavaca County;20.337;;;;;;
48287;TX;Lee County;17.478;;;;;;
48289;TX;Leon County;15.719;;;;;;
48291;TX;Liberty County;91.628;;;;;;
48293;TX;Limestone County;22.146;;;;;;
48295;TX;Lipscomb County;3.059;;;;;;
48297;TX;Live Oak County;11.335;;;;;;
48299;TX;Llano County;21.243;;;;;;
48301;TX;Loving County;64;;;;;;
48303;TX;Lubbock County;310.639;;;;;;
48305;TX;Lynn County;5.596;;;;;;
48307;TX;McCulloch County;7.630;;;;;;
48309;TX;McLennan County;260.579;;;;;;
48311;TX;McMullen County;600;;;;;;
48313;TX;Madison County;13.455;;;;;;
48315;TX;Marion County;9.725;;;;;;
48317;TX;Martin County;5.237;;;;;;
48319;TX;Mason County;3.953;;;;;;
48321;TX;Matagorda County;36.255;;;;;;
48323;TX;Maverick County;57.887;;;;;;
48325;TX;Medina County;50.748;;;;;;
48327;TX;Menard County;1.962;;;;;;
48329;TX;Midland County;169.983;;;;;;
48331;TX;Milam County;24.754;;;;;;
48333;TX;Mills County;4.456;;;;;;
48335;TX;Mitchell County;8.990;;;;;;
48337;TX;Montague County;19.965;;;;;;
48339;TX;Montgomery County;620.443;;;;;;
48341;TX;Moore County;21.358;;;;;;
48343;TX;Morris County;11.973;;;;;;
48345;TX;Motley County;1.063;;;;;;
48347;TX;Nacogdoches County;64.653;;;;;;
48349;TX;Navarro County;52.624;;;;;;
48351;TX;Newton County;12.217;;;;;;
48353;TX;Nolan County;14.738;;;;;;
48355;TX;Nueces County;353.178;;;;;;
48357;TX;Ochiltree County;10.015;;;;;;
48359;TX;Oldham County;1.758;;;;;;
48361;TX;Orange County;84.808;;;;;;
48363;TX;Palo Pinto County;28.409;;;;;;
48365;TX;Panola County;22.491;;;;;;
48367;TX;Parker County;148.222;;;;;;
48369;TX;Parmer County;9.869;;;;;;
48371;TX;Pecos County;15.193;;;;;;
48373;TX;Polk County;50.123;;;;;;
48375;TX;Potter County;118.525;;;;;;
48377;TX;Presidio County;6.131;;;;;;
48379;TX;Rains County;12.164;;;;;;
48381;TX;Randall County;140.753;;;;;;
48383;TX;Reagan County;3.385;;;;;;
48385;TX;Real County;2.758;;;;;;
48387;TX;Red River County;11.587;;;;;;
48389;TX;Reeves County;14.748;;;;;;
48391;TX;Refugio County;6.741;;;;;;
48393;TX;Roberts County;827;;;;;;
48395;TX;Robertson County;16.757;;;;;;
48397;TX;Rockwall County;107.819;;;;;;
48399;TX;Runnels County;9.900;;;;;;
48401;TX;Rusk County;52.214;;;;;;
48403;TX;Sabine County;9.894;;;;;;
48405;TX;San Augustine County;7.918;;;;;;
48407;TX;San Jacinto County;27.402;;;;;;
48409;TX;San Patricio County;68.755;;;;;;
48411;TX;San Saba County;5.730;;;;;;
48413;TX;Schleicher County;2.451;;;;;;
48415;TX;Scurry County;16.932;;;;;;
48417;TX;Shackelford County;3.105;;;;;;
48419;TX;Shelby County;24.022;;;;;;
48421;TX;Sherman County;2.782;;;;;;
48423;TX;Smith County;233.479;;;;;;
48425;TX;Somervell County;9.205;;;;;;
48427;TX;Starr County;65.920;;;;;;
48429;TX;Stephens County;9.101;;;;;;
48431;TX;Sterling County;1.372;;;;;;
48433;TX;Stonewall County;1.245;;;;;;
48435;TX;Sutton County;3.372;;;;;;
48437;TX;Swisher County;6.971;;;;;;
48439;TX;Tarrant County;2.110.640;;;;;;
48441;TX;Taylor County;143.208;;;;;;
48443;TX;Terrell County;760;;;;;;
48445;TX;Terry County;11.831;;;;;;
48447;TX;Throckmorton County;1.440;;;;;;
48449;TX;Titus County;31.247;;;;;;
48451;TX;Tom Green County;120.003;;;;;;
48453;TX;Travis County;1.290.188;;;;;;
48455;TX;Trinity County;13.602;;;;;;
48457;TX;Tyler County;19.798;;;;;;
48459;TX;Upshur County;40.892;;;;;;
48461;TX;Upton County;3.308;;;;;;
48463;TX;Uvalde County;24.564;;;;;;
48465;TX;Val Verde County;47.586;;;;;;
48467;TX;Van Zandt County;59.541;;;;;;
48469;TX;Victoria County;91.319;;;;;;
48471;TX;Walker County;76.400;;;;;;
48473;TX;Waller County;56.794;;;;;;
48475;TX;Ward County;11.644;;;;;;
48477;TX;Washington County;35.805;;;;;;
48479;TX;Webb County;267.114;;;;;;
48481;TX;Wharton County;41.570;;;;;;
48483;TX;Wheeler County;4.990;;;;;;
48485;TX;Wichita County;129.350;;;;;;
48487;TX;Wilbarger County;12.887;;;;;;
48489;TX;Willacy County;20.164;;;;;;
48491;TX;Williamson County;609.017;;;;;;
48493;TX;Wilson County;49.753;;;;;;
48495;TX;Winkler County;7.791;;;;;;
48497;TX;Wise County;68.632;;;;;;
48499;TX;Wood County;44.843;;;;;;
48501;TX;Yoakum County;7.694;;;;;;
48503;TX;Young County;17.867;;;;;;
48505;TX;Zapata County;13.889;;;;;;
48507;TX;Zavala County;9.670;;;;;;
49000;UT;Utah;3.271.616;;;;;;
49001;UT;Beaver County;7.072;;;;;;
49003;UT;Box Elder County;57.666;;;;;;
49005;UT;Cache County;133.154;;;;;;
49007;UT;Carbon County;20.412;;;;;;
49009;UT;Daggett County;935;;;;;;
49011;UT;Davis County;362.679;;;;;;
49013;UT;Duchesne County;19.596;;;;;;
49015;UT;Emery County;9.825;;;;;;
49017;UT;Garfield County;5.083;;;;;;
49019;UT;Grand County;9.669;;;;;;
49021;UT;Iron County;57.289;;;;;;
49023;UT;Juab County;11.786;;;;;;
49025;UT;Kane County;7.667;;;;;;
49027;UT;Millard County;12.975;;;;;;
49029;UT;Morgan County;12.295;;;;;;
49031;UT;Piute County;1.438;;;;;;
49033;UT;Rich County;2.510;;;;;;
49035;UT;Salt Lake County;1.185.238;;;;;;
49037;UT;San Juan County;14.518;;;;;;
49039;UT;Sanpete County;28.437;;;;;;
49041;UT;Sevier County;21.522;;;;;;
49043;UT;Summit County;42.357;;;;;;
49045;UT;Tooele County;72.698;;;;;;
49047;UT;Uintah County;35.620;;;;;;
49049;UT;Utah County;659.399;;;;;;
49051;UT;Wasatch County;34.788;;;;;;
49053;UT;Washington County;180.279;;;;;;
49055;UT;Wayne County;2.486;;;;;;
49057;UT;Weber County;262.223;;;;;;
50000;VT;Vermont;643.077;;;;;;
50001;VT;Addison County;37.363;;;;;;
50003;VT;Bennington County;37.347;;;;;;
50005;VT;Caledonia County;30.233;;;;;;
50007;VT;Chittenden County;168.323;;;;;;
50009;VT;Essex County;5.920;;;;;;
50011;VT;Franklin County;49.946;;;;;;
50013;VT;Grand Isle County;7.293;;;;;;
50015;VT;Lamoille County;25.945;;;;;;
50017;VT;Orange County;29.277;;;;;;
50019;VT;Orleans County;27.393;;;;;;
50021;VT;Rutland County;60.572;;;;;;
50023;VT;Washington County;59.807;;;;;;
50025;VT;Windham County;45.905;;;;;;
50027;VT;Windsor County;57.753;;;;;;
51000;VA;Virginia;8.631.393;;;;;;
51001;VA;Accomack County;33.413;;;;;;
51003;VA;Albemarle County;112.395;;;;;;
51005;VA;Alleghany County;15.223;;;;;;
51007;VA;Amelia County;13.265;;;;;;
51009;VA;Amherst County;31.307;;;;;;
51011;VA;Appomattox County;16.119;;;;;;
51013;VA;Arlington County;238.643;;;;;;
51015;VA;Augusta County;77.487;;;;;;
51017;VA;Bath County;4.209;;;;;;
51019;VA;Bedford County;79.462;;;;;;
51021;VA;Bland County;6.270;;;;;;
51023;VA;Botetourt County;33.596;;;;;;
51025;VA;Brunswick County;15.849;;;;;;
51027;VA;Buchanan County;20.355;;;;;;
51029;VA;Buckingham County;16.824;;;;;;
51031;VA;Campbell County;55.696;;;;;;
51033;VA;Caroline County;30.887;;;;;;
51035;VA;Carroll County;29.155;;;;;;
51036;VA;Charles City County;6.773;;;;;;
51037;VA;Charlotte County;11.529;;;;;;
51041;VA;Chesterfield County;364.548;;;;;;
51043;VA;Clarke County;14.783;;;;;;
51045;VA;Craig County;4.892;;;;;;
51047;VA;Culpeper County;52.552;;;;;;
51049;VA;Cumberland County;9.675;;;;;;
51051;VA;Dickenson County;14.124;;;;;;
51053;VA;Dinwiddie County;27.947;;;;;;
51057;VA;Essex County;10.599;;;;;;
51059;VA;Fairfax County;1.150.309;;;;;;
51061;VA;Fauquier County;72.972;;;;;;
51063;VA;Floyd County;15.476;;;;;;
51065;VA;Fluvanna County;27.249;;;;;;
51067;VA;Franklin County;54.477;;;;;;
51069;VA;Frederick County;91.419;;;;;;
51071;VA;Giles County;16.787;;;;;;
51073;VA;Gloucester County;38.711;;;;;;
51075;VA;Goochland County;24.727;;;;;;
51077;VA;Grayson County;15.333;;;;;;
51079;VA;Greene County;20.552;;;;;;
51081;VA;Greensville County;11.391;;;;;;
51083;VA;Halifax County;34.022;;;;;;
51085;VA;Hanover County;109.979;;;;;;
51087;VA;Henrico County;334.389;;;;;;
51089;VA;Henry County;50.948;;;;;;
51091;VA;Highland County;2.232;;;;;;
51093;VA;Isle of Wight County;38.606;;;;;;
51095;VA;James City County;78.254;;;;;;
51097;VA;King and Queen County;6.608;;;;;;
51099;VA;King George County;26.723;;;;;;
51101;VA;King William County;17.810;;;;;;
51103;VA;Lancaster County;10.919;;;;;;
51105;VA;Lee County;22.173;;;;;;
51107;VA;Loudoun County;420.959;;;;;;
51109;VA;Louisa County;37.596;;;;;;
51111;VA;Lunenburg County;11.936;;;;;;
51113;VA;Madison County;13.837;;;;;;
51115;VA;Mathews County;8.533;;;;;;
51117;VA;Mecklenburg County;30.319;;;;;;
51119;VA;Middlesex County;10.625;;;;;;
51121;VA;Montgomery County;99.721;;;;;;
51125;VA;Nelson County;14.775;;;;;;
51127;VA;New Kent County;22.945;;;;;;
51131;VA;Northampton County;12.282;;;;;;
51133;VA;Northumberland County;11.839;;;;;;
51135;VA;Nottoway County;15.642;;;;;;
51137;VA;Orange County;36.254;;;;;;
51139;VA;Page County;23.709;;;;;;
51141;VA;Patrick County;17.608;;;;;;
51143;VA;Pittsylvania County;60.501;;;;;;
51145;VA;Powhatan County;30.333;;;;;;
51147;VA;Prince Edward County;21.849;;;;;;
51149;VA;Prince George County;43.010;;;;;;
51153;VA;Prince William County;482.204;;;;;;
51155;VA;Pulaski County;33.800;;;;;;
51157;VA;Rappahannock County;7.348;;;;;;
51159;VA;Richmond County;8.923;;;;;;
51161;VA;Roanoke County;96.929;;;;;;
51163;VA;Rockbridge County;22.650;;;;;;
51165;VA;Rockingham County;83.757;;;;;;
51167;VA;Russell County;25.781;;;;;;
51169;VA;Scott County;21.576;;;;;;
51171;VA;Shenandoah County;44.186;;;;;;
51173;VA;Smyth County;29.800;;;;;;
51175;VA;Southampton County;17.996;;;;;;
51177;VA;Spotsylvania County;140.032;;;;;;
51179;VA;Stafford County;156.927;;;;;;
51181;VA;Surry County;6.561;;;;;;
51183;VA;Sussex County;10.829;;;;;;
51185;VA;Tazewell County;40.429;;;;;;
51187;VA;Warren County;40.727;;;;;;
51191;VA;Washington County;53.935;;;;;;
51193;VA;Westmoreland County;18.477;;;;;;
51195;VA;Wise County;36.130;;;;;;
51197;VA;Wythe County;28.290;;;;;;
51199;VA;York County;70.045;;;;;;
51510;VA;Alexandria city;159.467;;;;;;
51515;VA; Bedford city;;;;;;;
51520;VA;Bristol city;17.219;;;;;;
51530;VA;Buena Vista city;6.641;;;;;;
51540;VA;Charlottesville city;46.553;;;;;;
51550;VA;Chesapeake city;249.422;;;;;;
51560;VA; Clifton Forge city;;;;;;;
51570;VA;Colonial Heights city;18.170;;;;;;
51580;VA;Covington city;5.737;;;;;;
51590;VA;Danville city;42.590;;;;;;
51595;VA;Emporia city;5.766;;;;;;
51600;VA;Fairfax city;24.146;;;;;;
51610;VA;Falls Church city;14.658;;;;;;
51620;VA;Franklin city;8.180;;;;;;
51630;VA;Fredericksburg city;27.982;;;;;;
51640;VA;Galax city;6.720;;;;;;
51650;VA;Hampton city;137.148;;;;;;
51660;VA;Harrisonburg city;51.814;;;;;;
51670;VA;Hopewell city;23.033;;;;;;
51678;VA;Lexington city;7.320;;;;;;
51680;VA;Lynchburg city;79.009;;;;;;
51683;VA;Manassas city;42.772;;;;;;
51685;VA;Manassas Park city;17.219;;;;;;
51690;VA;Martinsville city;13.485;;;;;;
51700;VA;Newport News city;186.247;;;;;;
51710;VA;Norfolk city;238.005;;;;;;
51720;VA;Norton city;3.687;;;;;;
51730;VA;Petersburg city;33.458;;;;;;
51735;VA;Poquoson city;12.460;;;;;;
51740;VA;Portsmouth city;97.915;;;;;;
51750;VA;Radford city;16.070;;;;;;
51760;VA;Richmond city;226.610;;;;;;
51770;VA;Roanoke city;100.011;;;;;;
51775;VA;Salem city;25.346;;;;;;
51790;VA;Staunton city;25.750;;;;;;
51800;VA;Suffolk city;94.324;;;;;;
51810;VA;Virginia Beach city;459.470;;;;;;
51820;VA;Waynesboro city;22.196;;;;;;
51830;VA;Williamsburg city;15.425;;;;;;
51840;VA;Winchester city;28.120;;;;;;
53000;WA;Washington;7.705.281;;;;;;
53001;WA;Adams County;20.613;;;;;;
53003;WA;Asotin County;22.285;;;;;;
53005;WA;Benton County;206.873;;;;;;
53007;WA;Chelan County;79.074;;;;;;
53009;WA;Clallam County;77.155;;;;;;
53011;WA;Clark County;503.311;;;;;;
53013;WA;Columbia County;3.952;;;;;;
53015;WA;Cowlitz County;110.730;;;;;;
53017;WA;Douglas County;42.938;;;;;;
53019;WA;Ferry County;7.178;;;;;;
53021;WA;Franklin County;96.749;;;;;;
53023;WA;Garfield County;2.286;;;;;;
53025;WA;Grant County;99.123;;;;;;
53027;WA;Grays Harbor County;75.636;;;;;;
53029;WA;Island County;86.857;;;;;;
53031;WA;Jefferson County;32.977;;;;;;
53033;WA;King County;2.269.675;;;;;;
53035;WA;Kitsap County;275.611;;;;;;
53037;WA;Kittitas County;44.337;;;;;;
53039;WA;Klickitat County;22.735;;;;;;
53041;WA;Lewis County;82.149;;;;;;
53043;WA;Lincoln County;10.876;;;;;;
53045;WA;Mason County;65.726;;;;;;
53047;WA;Okanogan County;42.104;;;;;;
53049;WA;Pacific County;23.365;;;;;;
53051;WA;Pend Oreille County;13.401;;;;;;
53053;WA;Pierce County;921.130;;;;;;
53055;WA;San Juan County;17.788;;;;;;
53057;WA;Skagit County;129.523;;;;;;
53059;WA;Skamania County;12.036;;;;;;
53061;WA;Snohomish County;827.957;;;;;;
53063;WA;Spokane County;539.339;;;;;;
53065;WA;Stevens County;46.445;;;;;;
53067;WA;Thurston County;294.793;;;;;;
53069;WA;Wahkiakum County;4.422;;;;;;
53071;WA;Walla Walla County;62.584;;;;;;
53073;WA;Whatcom County;226.847;;;;;;
53075;WA;Whitman County;47.973;;;;;;
53077;WA;Yakima County;256.728;;;;;;
54000;WV;West Virginia;1.793.716;;;;;;
54001;WV;Barbour County;15.465;;;;;;
54003;WV;Berkeley County;122.076;;;;;;
54005;WV;Boone County;21.809;;;;;;
54007;WV;Braxton County;12.447;;;;;;
54009;WV;Brooke County;22.559;;;;;;
54011;WV;Cabell County;94.350;;;;;;
54013;WV;Calhoun County;6.229;;;;;;
54015;WV;Clay County;8.051;;;;;;
54017;WV;Doddridge County;7.808;;;;;;
54019;WV;Fayette County;40.488;;;;;;
54021;WV;Gilmer County;7.408;;;;;;
54023;WV;Grant County;10.976;;;;;;
54025;WV;Greenbrier County;32.977;;;;;;
54027;WV;Hampshire County;23.093;;;;;;
54029;WV;Hancock County;29.095;;;;;;
54031;WV;Hardy County;14.299;;;;;;
54033;WV;Harrison County;65.921;;;;;;
54035;WV;Jackson County;27.791;;;;;;
54037;WV;Jefferson County;57.701;;;;;;
54039;WV;Kanawha County;180.745;;;;;;
54041;WV;Lewis County;17.033;;;;;;
54043;WV;Lincoln County;20.463;;;;;;
54045;WV;Logan County;32.567;;;;;;
54047;WV;McDowell County;19.111;;;;;;
54049;WV;Marion County;56.205;;;;;;
54051;WV;Marshall County;30.591;;;;;;
54053;WV;Mason County;25.453;;;;;;
54055;WV;Mercer County;59.664;;;;;;
54057;WV;Mineral County;26.938;;;;;;
54059;WV;Mingo County;23.568;;;;;;
54061;WV;Monongalia County;105.822;;;;;;
54063;WV;Monroe County;12.376;;;;;;
54065;WV;Morgan County;17.063;;;;;;
54067;WV;Nicholas County;24.604;;;;;;
54069;WV;Ohio County;42.425;;;;;;
54071;WV;Pendleton County;6.143;;;;;;
54073;WV;Pleasants County;7.653;;;;;;
54075;WV;Pocahontas County;7.869;;;;;;
54077;WV;Preston County;34.216;;;;;;
54079;WV;Putnam County;57.440;;;;;;
54081;WV;Raleigh County;74.591;;;;;;
54083;WV;Randolph County;27.932;;;;;;
54085;WV;Ritchie County;8.444;;;;;;
54087;WV;Roane County;14.028;;;;;;
54089;WV;Summers County;11.959;;;;;;
54091;WV;Taylor County;16.705;;;;;;
54093;WV;Tucker County;6.762;;;;;;
54095;WV;Tyler County;8.313;;;;;;
54097;WV;Upshur County;23.816;;;;;;
54099;WV;Wayne County;38.982;;;;;;
54101;WV;Webster County;8.378;;;;;;
54103;WV;Wetzel County;14.442;;;;;;
54105;WV;Wirt County;5.194;;;;;;
54107;WV;Wood County;84.296;;;;;;
54109;WV;Wyoming County;21.382;;;;;;
55000;WI;Wisconsin;5.893.718;;;;;;
55001;WI;Adams County;20.654;;;;;;
55003;WI;Ashland County;16.027;;;;;;
55005;WI;Barron County;46.711;;;;;;
55007;WI;Bayfield County;16.220;;;;;;
55009;WI;Brown County;268.740;;;;;;
55011;WI;Buffalo County;13.317;;;;;;
55013;WI;Burnett County;16.526;;;;;;
55015;WI;Calumet County;52.442;;;;;;
55017;WI;Chippewa County;66.297;;;;;;
55019;WI;Clark County;34.659;;;;;;
55021;WI;Columbia County;58.490;;;;;;
55023;WI;Crawford County;16.113;;;;;;
55025;WI;Dane County;561.504;;;;;;
55027;WI;Dodge County;89.396;;;;;;
55029;WI;Door County;30.066;;;;;;
55031;WI;Douglas County;44.295;;;;;;
55033;WI;Dunn County;45.440;;;;;;
55035;WI;Eau Claire County;105.710;;;;;;
55037;WI;Florence County;4.558;;;;;;
55039;WI;Fond du Lac County;104.154;;;;;;
55041;WI;Forest County;9.179;;;;;;
55043;WI;Grant County;51.938;;;;;;
55045;WI;Green County;37.093;;;;;;
55047;WI;Green Lake County;19.018;;;;;;
55049;WI;Iowa County;23.709;;;;;;
55051;WI;Iron County;6.137;;;;;;
55053;WI;Jackson County;21.145;;;;;;
55055;WI;Jefferson County;84.900;;;;;;
55057;WI;Juneau County;26.718;;;;;;
55059;WI;Kenosha County;169.151;;;;;;
55061;WI;Kewaunee County;20.563;;;;;;
55063;WI;La Crosse County;120.784;;;;;;
55065;WI;Lafayette County;16.611;;;;;;
55067;WI;Langlade County;19.491;;;;;;
55069;WI;Lincoln County;28.415;;;;;;
55071;WI;Manitowoc County;81.359;;;;;;
